id,team_api_id,team_long_name,date,buildUpPlaySpeed,buildUpPlayPassing,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting,defencePressure,defenceAggression,defenceTeamWidth
21280,9976,Bari,2014-09-19,55.0,57.0,54.0,44.0,56.0,49.0,51.0,53.0
21280,9976,Bari,2015-09-10,52.0,65.0,40.0,55.0,48.0,50.0,51.0,55.0
21285,8537,Livorno,2010-02-22,30.0,30.0,30.0,30.0,55.0,30.0,30.0,30.0
21285,8537,Livorno,2011-02-22,65.0,50.0,30.0,65.0,65.0,45.0,60.0,30.0
21285,8537,Livorno,2012-02-22,50.0,50.0,35.0,50.0,50.0,35.0,45.0,35.0
21285,8537,Livorno,2013-09-20,58.0,55.0,52.0,57.0,63.0,58.0,49.0,56.0
21285,8537,Livorno,2014-09-19,58.0,67.0,38.0,23.0,77.0,29.0,57.0,32.0
21285,8537,Livorno,2015-09-10,58.0,67.0,38.0,27.0,69.0,31.0,57.0,38.0
21292,10167,Parma,2010-02-22,30.0,30.0,40.0,60.0,70.0,45.0,30.0,70.0
21292,10167,Parma,2011-02-22,50.0,30.0,48.0,55.0,65.0,45.0,47.0,50.0
21292,10167,Parma,2012-02-22,45.0,35.0,50.0,65.0,50.0,45.0,45.0,50.0
21292,10167,Parma,2013-09-20,48.0,33.0,46.0,62.0,45.0,39.0,43.0,46.0
21292,10167,Parma,2014-09-19,48.0,33.0,69.0,62.0,45.0,54.0,66.0,46.0
21292,10167,Parma,2015-09-10,48.0,33.0,69.0,62.0,45.0,43.0,43.0,46.0
22042,9880,Cesena,2010-02-22,30.0,30.0,35.0,45.0,65.0,50.0,30.0,50.0
22042,9880,Cesena,2011-02-22,50.0,50.0,35.0,35.0,50.0,35.0,55.0,50.0
22042,9880,Cesena,2012-02-22,60.0,40.0,50.0,35.0,65.0,35.0,45.0,50.0
22042,9880,Cesena,2013-09-20,73.0,44.0,53.0,44.0,73.0,39.0,49.0,57.0
22042,9880,Cesena,2014-09-19,73.0,41.0,53.0,44.0,73.0,39.0,49.0,57.0
22042,9880,Cesena,2015-09-10,66.0,41.0,53.0,44.0,66.0,39.0,49.0,57.0
22044,9858,Brescia,2010-02-22,30.0,30.0,35.0,50.0,70.0,45.0,30.0,55.0
22044,9858,Brescia,2011-02-22,30.0,50.0,50.0,65.0,65.0,45.0,45.0,55.0
22044,9858,Brescia,2012-02-22,35.0,35.0,35.0,20.0,65.0,35.0,45.0,50.0
22044,9858,Brescia,2013-09-20,42.0,43.0,45.0,25.0,75.0,41.0,52.0,62.0
22044,9858,Brescia,2014-09-19,42.0,27.0,54.0,25.0,75.0,41.0,52.0,57.0
22044,9858,Brescia,2015-09-10,42.0,43.0,41.0,48.0,69.0,41.0,52.0,57.0
22805,6269,Novara,2011-02-22,53.0,35.0,50.0,64.0,49.0,60.0,51.0,40.0
22805,6269,Novara,2012-02-22,55.0,50.0,50.0,50.0,50.0,35.0,45.0,50.0
22805,6269,Novara,2013-09-20,66.0,62.0,56.0,55.0,61.0,36.0,49.0,62.0
22805,6269,Novara,2014-09-19,66.0,56.0,56.0,55.0,57.0,36.0,49.0,53.0
23523,9878,Pescara,2011-02-22,50.0,60.0,35.0,50.0,35.0,35.0,60.0,50.0
23523,9878,Pescara,2012-02-22,65.0,65.0,65.0,50.0,65.0,45.0,45.0,35.0
23523,9878,Pescara,2013-09-20,55.0,40.0,58.0,47.0,36.0,44.0,48.0,48.0
23523,9878,Pescara,2014-09-19,64.0,36.0,51.0,64.0,54.0,26.0,46.0,48.0
23523,9878,Pescara,2015-09-10,64.0,53.0,41.0,49.0,41.0,39.0,46.0,43.0
24273,9876,Hellas Verona,2012-02-22,50.0,50.0,50.0,50.0,50.0,45.0,55.0,50.0
24273,9876,Hellas Verona,2013-09-20,58.0,63.0,55.0,57.0,61.0,47.0,59.0,63.0
24273,9876,Hellas Verona,2014-09-19,63.0,48.0,39.0,54.0,55.0,31.0,47.0,37.0
24273,9876,Hellas Verona,2015-09-10,57.0,38.0,39.0,54.0,55.0,47.0,59.0,52.0
24288,7943,Sassuolo,2010-02-22,30.0,30.0,30.0,30.0,60.0,30.0,30.0,30.0
24288,7943,Sassuolo,2011-02-22,50.0,50.0,50.0,61.0,60.0,45.0,30.0,30.0
24288,7943,Sassuolo,2012-02-22,50.0,50.0,50.0,50.0,50.0,35.0,45.0,50.0
24288,7943,Sassuolo,2013-09-20,57.0,60.0,56.0,63.0,64.0,38.0,47.0,53.0
24288,7943,Sassuolo,2014-09-19,57.0,60.0,66.0,57.0,63.0,54.0,47.0,36.0
24288,7943,Sassuolo,2015-09-10,57.0,60.0,56.0,57.0,56.0,38.0,47.0,53.0
25048,8534,Empoli,2010-02-22,30.0,30.0,30.0,30.0,55.0,30.0,30.0,30.0
25048,8534,Empoli,2011-02-22,50.0,35.0,50.0,50.0,55.0,45.0,45.0,47.0
25048,8534,Empoli,2012-02-22,50.0,50.0,50.0,50.0,50.0,35.0,45.0,50.0
25048,8534,Empoli,2013-09-20,51.0,54.0,53.0,54.0,62.0,39.0,50.0,59.0
25048,8534,Empoli,2014-09-19,63.0,39.0,66.0,67.0,51.0,53.0,57.0,54.0
25048,8534,Empoli,2015-09-10,66.0,36.0,59.0,64.0,63.0,46.0,66.0,48.0
25791,9891,Frosinone,2010-02-22,30.0,30.0,30.0,45.0,65.0,30.0,30.0,65.0
25791,9891,Frosinone,2011-02-22,70.0,48.0,46.0,45.0,65.0,61.0,67.0,65.0
25791,9891,Frosinone,2015-09-10,63.0,46.0,51.0,50.0,50.0,55.0,57.0,47.0
25804,208931,Carpi,2014-09-19,32.0,31.0,47.0,36.0,54.0,46.0,44.0,51.0
25804,208931,Carpi,2015-09-10,80.0,65.0,70.0,40.0,50.0,25.0,55.0,35.0
26547,8277,Vitesse,2010-02-22,35.0,35.0,40.0,50.0,60.0,30.0,30.0,30.0
26547,8277,Vitesse,2011-02-22,33.0,50.0,68.0,51.0,54.0,55.0,60.0,64.0
26547,8277,Vitesse,2012-02-22,37.0,30.0,57.0,42.0,56.0,42.0,54.0,48.0
26547,8277,Vitesse,2013-09-20,37.0,39.0,52.0,42.0,62.0,42.0,45.0,48.0
26547,8277,Vitesse,2014-09-19,53.0,32.0,53.0,54.0,56.0,42.0,54.0,62.0
26547,8277,Vitesse,2015-09-10,57.0,48.0,53.0,37.0,71.0,60.0,58.0,62.0
26548,8674,FC Groningen,2010-02-22,41.0,32.0,40.0,47.0,69.0,30.0,30.0,30.0
26548,8674,FC Groningen,2011-02-22,51.0,39.0,48.0,67.0,62.0,43.0,44.0,49.0
26548,8674,FC Groningen,2012-02-22,44.0,41.0,48.0,64.0,42.0,49.0,47.0,53.0
26548,8674,FC Groningen,2013-09-20,44.0,44.0,56.0,58.0,42.0,49.0,47.0,53.0
26548,8674,FC Groningen,2014-09-19,48.0,38.0,57.0,59.0,45.0,49.0,47.0,53.0
26548,8674,FC Groningen,2015-09-10,55.0,55.0,57.0,59.0,54.0,49.0,47.0,53.0
26549,9803,Roda JC Kerkrade,2010-02-22,30.0,35.0,35.0,50.0,70.0,30.0,30.0,30.0
26549,9803,Roda JC Kerkrade,2011-02-22,65.0,51.0,33.0,38.0,53.0,48.0,57.0,34.0
26549,9803,Roda JC Kerkrade,2012-02-22,55.0,52.0,62.0,43.0,54.0,47.0,44.0,50.0
26549,9803,Roda JC Kerkrade,2013-09-20,42.0,44.0,49.0,40.0,38.0,47.0,44.0,55.0
26549,9803,Roda JC Kerkrade,2014-09-19,43.0,44.0,59.0,45.0,42.0,39.0,37.0,42.0
26550,8611,FC Twente,2010-02-22,30.0,30.0,40.0,40.0,65.0,30.0,30.0,30.0
26550,8611,FC Twente,2011-02-22,55.0,55.0,63.0,62.0,47.0,61.0,59.0,54.0
26550,8611,FC Twente,2012-02-22,25.0,28.0,44.0,68.0,37.0,62.0,68.0,67.0
26550,8611,FC Twente,2013-09-20,35.0,38.0,44.0,50.0,41.0,34.0,44.0,54.0
26550,8611,FC Twente,2014-09-19,38.0,34.0,63.0,65.0,37.0,44.0,41.0,55.0
26550,8611,FC Twente,2015-09-10,48.0,43.0,43.0,58.0,39.0,44.0,41.0,55.0
26551,8525,Willem II,2010-02-22,35.0,30.0,30.0,40.0,65.0,30.0,30.0,30.0
26551,8525,Willem II,2011-02-22,72.0,57.0,70.0,47.0,49.0,28.0,63.0,62.0
26551,8525,Willem II,2013-09-20,48.0,55.0,48.0,53.0,46.0,43.0,35.0,47.0
26551,8525,Willem II,2015-09-10,51.0,63.0,48.0,53.0,52.0,43.0,45.0,47.0
26552,8593,Ajax,2010-02-22,30.0,30.0,50.0,60.0,70.0,30.0,30.0,30.0
26552,8593,Ajax,2011-02-22,40.0,38.0,67.0,65.0,67.0,65.0,57.0,63.0
26552,8593,Ajax,2012-02-22,31.0,33.0,39.0,64.0,46.0,68.0,65.0,60.0
26552,8593,Ajax,2013-09-20,35.0,33.0,39.0,52.0,46.0,68.0,65.0,50.0
26552,8593,Ajax,2014-09-19,40.0,30.0,51.0,55.0,39.0,64.0,53.0,64.0
26552,8593,Ajax,2015-09-10,35.0,39.0,58.0,55.0,30.0,64.0,53.0,59.0
26553,8464,N.E.C.,2010-02-22,32.0,30.0,35.0,40.0,60.0,30.0,30.0,30.0
26553,8464,N.E.C.,2011-02-22,47.0,46.0,48.0,78.0,32.0,33.0,54.0,31.0
26553,8464,N.E.C.,2012-02-22,46.0,38.0,39.0,55.0,50.0,45.0,48.0,53.0
26553,8464,N.E.C.,2013-09-20,46.0,41.0,52.0,37.0,57.0,45.0,48.0,53.0
26553,8464,N.E.C.,2014-09-19,49.0,59.0,52.0,49.0,55.0,40.0,48.0,53.0
26554,8526,De Graafschap,2011-02-22,30.0,40.0,43.0,45.0,65.0,42.0,45.0,50.0
26554,8526,De Graafschap,2012-02-22,37.0,41.0,47.0,40.0,63.0,52.0,43.0,41.0
26555,9908,FC Utrecht,2010-02-22,45.0,45.0,33.0,50.0,67.0,30.0,30.0,30.0
26555,9908,FC Utrecht,2011-02-22,66.0,45.0,41.0,69.0,72.0,34.0,57.0,34.0
26555,9908,FC Utrecht,2012-02-22,47.0,52.0,52.0,54.0,52.0,45.0,49.0,47.0
26555,9908,FC Utrecht,2013-09-20,47.0,52.0,52.0,54.0,60.0,45.0,49.0,47.0
26555,9908,FC Utrecht,2014-09-19,50.0,52.0,55.0,49.0,52.0,45.0,49.0,47.0
26555,9908,FC Utrecht,2015-09-10,50.0,54.0,55.0,64.0,28.0,54.0,58.0,47.0
26556,8640,PSV,2010-02-22,30.0,30.0,33.0,52.0,70.0,30.0,30.0,30.0
26556,8640,PSV,2011-02-22,63.0,30.0,67.0,65.0,68.0,57.0,37.0,64.0
26556,8640,PSV,2012-02-22,33.0,42.0,40.0,55.0,48.0,43.0,30.0,48.0
26556,8640,PSV,2013-09-20,54.0,45.0,55.0,58.0,55.0,43.0,50.0,48.0
26556,8640,PSV,2014-09-19,67.0,40.0,53.0,53.0,55.0,50.0,62.0,55.0
26556,8640,PSV,2015-09-10,67.0,43.0,53.0,44.0,28.0,40.0,40.0,48.0
26557,9791,Heracles Almelo,2010-02-22,30.0,45.0,31.0,43.0,59.0,30.0,30.0,30.0
26557,9791,Heracles Almelo,2011-02-22,69.0,45.0,40.0,70.0,45.0,36.0,66.0,34.0
26557,9791,Heracles Almelo,2012-02-22,43.0,27.0,55.0,58.0,60.0,33.0,43.0,47.0
26557,9791,Heracles Almelo,2013-09-20,39.0,32.0,40.0,42.0,66.0,47.0,43.0,47.0
26557,9791,Heracles Almelo,2014-09-19,46.0,32.0,48.0,58.0,59.0,60.0,62.0,47.0
26557,9791,Heracles Almelo,2015-09-10,50.0,61.0,48.0,58.0,59.0,60.0,62.0,47.0
26558,10235,Feyenoord,2010-02-22,30.0,30.0,44.0,41.0,46.0,30.0,30.0,30.0
26558,10235,Feyenoord,2011-02-22,47.0,53.0,43.0,33.0,32.0,48.0,59.0,53.0
26558,10235,Feyenoord,2012-02-22,38.0,34.0,60.0,44.0,50.0,43.0,43.0,54.0
26558,10235,Feyenoord,2013-09-20,44.0,44.0,48.0,62.0,50.0,43.0,43.0,40.0
26558,10235,Feyenoord,2014-09-19,54.0,60.0,48.0,67.0,50.0,43.0,43.0,40.0
26558,10235,Feyenoord,2015-09-10,50.0,48.0,48.0,67.0,31.0,43.0,46.0,40.0
26559,8614,Sparta Rotterdam,2010-02-22,35.0,40.0,30.0,45.0,65.0,30.0,30.0,30.0
26560,10217,ADO Den Haag,2010-02-22,30.0,35.0,30.0,50.0,65.0,30.0,30.0,30.0
26560,10217,ADO Den Haag,2011-02-22,53.0,53.0,48.0,67.0,66.0,46.0,62.0,65.0
26560,10217,ADO Den Haag,2012-02-22,38.0,44.0,55.0,60.0,44.0,50.0,58.0,62.0
26560,10217,ADO Den Haag,2013-09-20,38.0,47.0,55.0,55.0,44.0,50.0,58.0,52.0
26560,10217,ADO Den Haag,2014-09-19,58.0,55.0,55.0,52.0,44.0,57.0,50.0,52.0
26560,10217,ADO Den Haag,2015-09-10,56.0,66.0,55.0,52.0,38.0,40.0,50.0,52.0
26561,6601,FC Volendam,2015-09-10,52.46227709190672,50.0,52.16529492455418,53.0,53.0,45.0,48.0,52.185871056241425
26562,10228,SC Heerenveen,2010-02-22,35.0,30.0,45.0,45.0,60.0,30.0,30.0,30.0
26562,10228,SC Heerenveen,2011-02-22,49.0,48.0,52.0,67.0,52.0,58.0,60.0,65.0
26562,10228,SC Heerenveen,2012-02-22,67.0,53.0,48.0,75.0,39.0,45.0,44.0,48.0
26562,10228,SC Heerenveen,2013-09-20,47.0,37.0,48.0,52.0,42.0,46.0,44.0,48.0
26562,10228,SC Heerenveen,2014-09-19,53.0,46.0,65.0,43.0,46.0,46.0,44.0,48.0
26562,10228,SC Heerenveen,2015-09-10,54.0,56.0,65.0,43.0,44.0,46.0,44.0,48.0
26563,10229,AZ,2010-02-22,55.0,45.0,40.0,30.0,60.0,30.0,30.0,50.0
26563,10229,AZ,2011-02-22,45.0,31.0,45.0,74.0,66.0,60.0,50.0,65.0
26563,10229,AZ,2012-02-22,46.0,36.0,47.0,48.0,52.0,60.0,65.0,59.0
26563,10229,AZ,2013-09-20,62.0,40.0,67.0,48.0,52.0,50.0,65.0,59.0
26563,10229,AZ,2014-09-19,52.0,46.0,60.0,56.0,52.0,50.0,61.0,55.0
26563,10229,AZ,2015-09-10,50.0,58.0,67.0,56.0,50.0,50.0,61.0,55.0
26564,9761,NAC Breda,2010-02-22,30.0,35.0,35.0,40.0,60.0,30.0,30.0,30.0
26564,9761,NAC Breda,2011-02-22,33.0,44.0,35.0,40.0,60.0,42.0,47.0,54.0
26564,9761,NAC Breda,2012-02-22,40.0,48.0,48.0,47.0,42.0,43.0,48.0,50.0
26564,9761,NAC Breda,2013-09-20,58.0,53.0,48.0,47.0,46.0,43.0,48.0,50.0
26564,9761,NAC Breda,2014-09-19,46.0,54.0,32.0,42.0,42.0,43.0,39.0,50.0
26564,9761,NAC Breda,2015-09-10,45.0,59.0,32.0,42.0,54.0,36.0,39.0,40.0
27161,10219,RKC Waalwijk,2010-02-22,30.0,50.0,35.0,60.0,55.0,50.0,45.0,55.0
27161,10219,RKC Waalwijk,2012-02-22,47.0,48.0,42.0,38.0,55.0,41.0,41.0,43.0
27161,10219,RKC Waalwijk,2013-09-20,47.0,48.0,66.0,38.0,55.0,29.0,28.0,36.0
27161,10219,RKC Waalwijk,2014-09-19,57.0,55.0,42.0,36.0,55.0,31.0,30.0,38.0
27168,9839,VVV-Venlo,2010-02-22,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
27168,9839,VVV-Venlo,2011-02-22,50.0,42.0,50.0,62.0,50.0,38.0,47.0,49.0
27168,9839,VVV-Venlo,2012-02-22,41.0,52.0,48.0,60.0,47.0,46.0,55.0,54.0
27168,9839,VVV-Venlo,2013-09-20,41.0,52.0,60.0,52.0,52.0,29.0,42.0,49.0
27780,10218,Excelsior,2011-02-22,73.0,59.0,77.0,33.0,52.0,25.0,47.0,33.0
27780,10218,Excelsior,2012-02-22,47.0,52.0,63.0,45.0,37.0,23.0,30.0,32.0
27780,10218,Excelsior,2015-09-10,53.0,69.0,48.0,45.0,43.0,29.0,41.0,36.0
29000,6413,PEC Zwolle,2013-09-20,47.0,49.0,50.0,50.0,54.0,46.0,44.0,51.0
29000,6413,PEC Zwolle,2014-09-19,57.0,39.0,57.0,50.0,54.0,58.0,60.0,63.0
29000,6413,PEC Zwolle,2015-09-10,45.0,56.0,57.0,50.0,58.0,58.0,60.0,63.0
29617,7788,SC Cambuur,2014-09-19,45.0,42.0,46.0,56.0,57.0,42.0,49.0,47.0
29617,7788,SC Cambuur,2015-09-10,43.0,57.0,46.0,50.0,38.0,42.0,49.0,47.0
29624,6433,Go Ahead Eagles,2014-09-19,55.0,42.0,37.0,42.0,53.0,43.0,47.0,51.0
29624,6433,Go Ahead Eagles,2015-09-10,58.0,64.0,37.0,42.0,52.0,43.0,47.0,51.0
30222,6631,FC Dordrecht,2015-09-10,39.0,62.0,62.0,66.0,48.0,51.0,58.0,55.0
31443,10265,Wisła Kraków,2010-02-22,40.0,35.0,55.0,35.0,70.0,70.0,70.0,65.0
31443,10265,Wisła Kraków,2011-02-22,67.0,48.0,53.0,63.0,67.0,58.0,47.0,52.0
31443,10265,Wisła Kraków,2012-02-22,25.0,25.0,32.0,72.0,50.0,60.0,58.0,61.0
31443,10265,Wisła Kraków,2013-09-20,30.0,30.0,32.0,72.0,50.0,60.0,58.0,61.0
31443,10265,Wisła Kraków,2014-09-19,47.0,36.0,36.0,53.0,66.0,60.0,66.0,53.0
31443,10265,Wisła Kraków,2015-09-10,33.0,37.0,33.0,37.0,31.0,62.0,58.0,37.0
31444,8031,Polonia Bytom,2010-02-22,30.0,50.0,45.0,35.0,70.0,60.0,70.0,55.0
31444,8031,Polonia Bytom,2011-02-22,46.0,38.0,36.0,33.0,53.0,53.0,54.0,55.0
31445,8020,Polonia Bytom,2010-02-22,30.0,50.0,45.0,35.0,70.0,60.0,70.0,55.0
31445,8020,Polonia Bytom,2011-02-22,46.0,38.0,36.0,33.0,53.0,53.0,54.0,55.0
31446,1601,Ruch Chorzów,2010-02-22,30.0,40.0,50.0,35.0,70.0,65.0,60.0,50.0
31446,1601,Ruch Chorzów,2011-02-22,48.0,51.0,68.0,67.0,51.0,46.0,48.0,50.0
31446,1601,Ruch Chorzów,2012-02-22,53.0,55.0,44.0,65.0,50.0,43.0,44.0,49.0
31446,1601,Ruch Chorzów,2013-09-20,53.0,55.0,44.0,65.0,50.0,43.0,44.0,49.0
31446,1601,Ruch Chorzów,2014-09-19,53.0,38.0,66.0,65.0,50.0,43.0,44.0,49.0
31446,1601,Ruch Chorzów,2015-09-10,47.0,38.0,61.0,65.0,50.0,43.0,44.0,49.0
31447,8673,Legia Warszawa,2010-02-22,30.0,35.0,55.0,45.0,70.0,65.0,70.0,60.0
31447,8673,Legia Warszawa,2011-02-22,67.0,35.0,55.0,36.0,53.0,59.0,48.0,66.0
31447,8673,Legia Warszawa,2012-02-22,69.0,55.0,52.0,40.0,53.0,59.0,49.0,67.0
31447,8673,Legia Warszawa,2013-09-20,69.0,55.0,52.0,40.0,53.0,59.0,49.0,63.0
31447,8673,Legia Warszawa,2014-09-19,54.0,36.0,52.0,51.0,64.0,47.0,46.0,66.0
31447,8673,Legia Warszawa,2015-09-10,54.0,36.0,52.0,51.0,64.0,50.0,60.0,58.0
31448,2183,P. Warszawa,2010-02-22,30.0,40.0,45.0,40.0,70.0,55.0,65.0,55.0
31448,2183,P. Warszawa,2011-02-22,33.0,47.0,69.0,40.0,53.0,55.0,34.0,51.0
31448,2183,P. Warszawa,2012-02-22,34.0,45.0,39.0,67.0,74.0,31.0,32.0,50.0
31448,2183,P. Warszawa,2013-09-20,34.0,45.0,39.0,52.0,40.0,57.0,32.0,50.0
31449,8025,Śląsk Wrocław,2010-02-22,30.0,45.0,45.0,35.0,70.0,60.0,70.0,50.0
31449,8025,Śląsk Wrocław,2011-02-22,47.0,55.0,45.0,48.0,54.0,48.0,47.0,51.0
31449,8025,Śląsk Wrocław,2012-02-22,65.0,63.0,67.0,31.0,67.0,24.0,24.0,39.0
31449,8025,Śląsk Wrocław,2013-09-20,65.0,50.0,67.0,31.0,67.0,30.0,30.0,40.0
31449,8025,Śląsk Wrocław,2014-09-19,47.0,34.0,38.0,36.0,68.0,37.0,37.0,39.0
31449,8025,Śląsk Wrocław,2015-09-10,50.0,35.0,51.0,51.0,55.0,45.0,55.0,39.0
31450,8030,Lechia Gdańsk,2010-02-22,30.0,45.0,45.0,35.0,70.0,70.0,70.0,65.0
31450,8030,Lechia Gdańsk,2011-02-22,63.0,37.0,68.0,30.0,52.0,46.0,60.0,47.0
31450,8030,Lechia Gdańsk,2012-02-22,44.0,52.0,50.0,53.0,68.0,49.0,48.0,65.0
31450,8030,Lechia Gdańsk,2013-09-20,44.0,52.0,50.0,53.0,68.0,49.0,59.0,60.0
31450,8030,Lechia Gdańsk,2014-09-19,62.0,52.0,50.0,63.0,52.0,37.0,58.0,63.0
31450,8030,Lechia Gdańsk,2015-09-10,62.0,52.0,66.0,59.0,58.0,51.0,58.0,40.0
31451,8244,Widzew Łódź,2011-02-22,63.0,48.0,48.0,68.0,53.0,37.0,58.0,63.0
31451,8244,Widzew Łódź,2012-02-22,66.0,72.0,70.0,61.0,54.0,32.0,32.0,62.0
31451,8244,Widzew Łódź,2013-09-20,66.0,59.0,43.0,61.0,54.0,32.0,43.0,46.0
31451,8244,Widzew Łódź,2014-09-19,66.0,72.0,66.0,67.0,51.0,36.0,38.0,65.0
31452,8242,Odra Wodzisław,2010-02-22,30.0,45.0,45.0,40.0,70.0,70.0,70.0,65.0
31453,2182,Lech Poznań,2010-02-22,40.0,35.0,45.0,40.0,70.0,60.0,55.0,45.0
31453,2182,Lech Poznań,2011-02-22,64.0,57.0,68.0,48.0,70.0,59.0,37.0,48.0
31453,2182,Lech Poznań,2012-02-22,67.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0
31453,2182,Lech Poznań,2013-09-20,67.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0
31453,2182,Lech Poznań,2014-09-19,67.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0
31453,2182,Lech Poznań,2015-09-10,57.0,40.0,59.0,70.0,67.0,50.0,58.0,45.0
31454,8569,GKS Bełchatów,2010-02-22,30.0,50.0,45.0,40.0,70.0,65.0,70.0,65.0
31454,8569,GKS Bełchatów,2011-02-22,47.0,27.0,45.0,51.0,54.0,48.0,60.0,37.0
31454,8569,GKS Bełchatów,2012-02-22,52.0,67.0,52.0,73.0,50.0,47.0,45.0,35.0
31454,8569,GKS Bełchatów,2013-09-20,52.0,43.0,52.0,37.0,50.0,47.0,45.0,40.0
31454,8569,GKS Bełchatów,2015-09-10,52.0,43.0,52.0,37.0,50.0,47.0,45.0,40.0
31455,8322,Arka Gdynia,2010-02-22,30.0,45.0,45.0,35.0,70.0,65.0,70.0,70.0
31455,8322,Arka Gdynia,2011-02-22,46.0,37.0,33.0,62.0,52.0,47.0,48.0,45.0
31456,1957,Jagiellonia Białystok,2010-02-22,30.0,50.0,45.0,35.0,70.0,70.0,70.0,70.0
31456,1957,Jagiellonia Białystok,2011-02-22,33.0,52.0,48.0,39.0,64.0,32.0,56.0,52.0
31456,1957,Jagiellonia Białystok,2012-02-22,58.0,69.0,53.0,42.0,68.0,40.0,50.0,51.0
31456,1957,Jagiellonia Białystok,2013-09-20,58.0,69.0,53.0,42.0,68.0,40.0,50.0,51.0
31456,1957,Jagiellonia Białystok,2014-09-19,38.0,38.0,53.0,27.0,66.0,57.0,56.0,49.0
31456,1957,Jagiellonia Białystok,2015-09-10,66.0,38.0,53.0,33.0,66.0,57.0,56.0,49.0
31457,8028,Piast Gliwice,2010-02-22,30.0,45.0,45.0,35.0,70.0,65.0,70.0,60.0
31457,8028,Piast Gliwice,2013-09-20,30.0,46.0,48.0,37.0,39.0,32.0,45.0,48.0
31457,8028,Piast Gliwice,2014-09-19,64.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0
31457,8028,Piast Gliwice,2015-09-10,64.0,67.0,64.0,66.0,39.0,36.0,45.0,48.0
31458,2186,Cracovia,2010-02-22,30.0,45.0,40.0,35.0,65.0,70.0,70.0,65.0
31458,2186,Cracovia,2011-02-22,46.0,51.0,48.0,48.0,52.0,48.0,33.0,63.0
31458,2186,Cracovia,2012-02-22,57.0,59.0,57.0,33.0,78.0,59.0,51.0,53.0
31458,2186,Cracovia,2014-09-19,37.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0
31458,2186,Cracovia,2015-09-10,37.0,38.0,66.0,66.0,33.0,59.0,34.0,64.0
31925,8245,Korona Kielce,2010-02-22,30.0,45.0,45.0,35.0,70.0,50.0,70.0,50.0
31925,8245,Korona Kielce,2011-02-22,67.0,66.0,49.0,49.0,69.0,57.0,48.0,67.0
31925,8245,Korona Kielce,2012-02-22,75.0,62.0,48.0,53.0,68.0,58.0,43.0,65.0
31925,8245,Korona Kielce,2013-09-20,70.0,50.0,48.0,53.0,68.0,58.0,43.0,60.0
31925,8245,Korona Kielce,2014-09-19,73.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0
31925,8245,Korona Kielce,2015-09-10,59.0,50.0,64.0,53.0,36.0,30.0,43.0,62.0
31928,8021,Zagłębie Lubin,2010-02-22,55.0,60.0,30.0,40.0,70.0,70.0,70.0,70.0
31928,8021,Zagłębie Lubin,2011-02-22,54.0,37.0,48.0,38.0,37.0,47.0,58.0,52.0
31928,8021,Zagłębie Lubin,2012-02-22,33.0,38.0,67.0,52.0,73.0,58.0,47.0,52.0
31928,8021,Zagłębie Lubin,2013-09-20,33.0,38.0,67.0,52.0,48.0,58.0,47.0,52.0
31928,8021,Zagłębie Lubin,2014-09-19,33.0,51.0,38.0,63.0,48.0,58.0,38.0,52.0
32409,8024,Widzew Łódź,2011-02-22,63.0,48.0,48.0,68.0,53.0,37.0,58.0,63.0
32409,8024,Widzew Łódź,2012-02-22,66.0,72.0,70.0,61.0,54.0,32.0,32.0,62.0
32409,8024,Widzew Łódź,2013-09-20,66.0,59.0,43.0,61.0,54.0,32.0,43.0,46.0
32409,8024,Widzew Łódź,2014-09-19,66.0,72.0,66.0,67.0,51.0,36.0,38.0,65.0
32891,8033,Podbeskidzie Bielsko-Biała,2012-02-22,54.0,51.0,48.0,47.0,42.0,47.0,57.0,48.0
32891,8033,Podbeskidzie Bielsko-Biała,2013-09-20,54.0,51.0,48.0,47.0,42.0,47.0,57.0,48.0
32891,8033,Podbeskidzie Bielsko-Biała,2014-09-19,72.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0
32891,8033,Podbeskidzie Bielsko-Biała,2015-09-10,68.0,66.0,66.0,51.0,49.0,29.0,35.0,38.0
33377,8023,Pogoń Szczecin,2013-09-20,67.0,54.0,56.0,62.0,67.0,47.0,47.0,63.0
33377,8023,Pogoń Szczecin,2014-09-19,50.0,36.0,52.0,36.0,52.0,50.0,60.0,47.0
33377,8023,Pogoń Szczecin,2015-09-10,50.0,36.0,52.0,40.0,52.0,57.0,54.0,47.0
33855,8027,Zawisza Bydgoszcz,2014-09-19,54.0,40.0,67.0,49.0,52.0,44.0,47.0,52.0
33855,8027,Zawisza Bydgoszcz,2015-09-10,54.0,40.0,46.0,49.0,52.0,44.0,47.0,52.0
34337,8019,Górnik Łęczna,2015-09-10,41.0,59.0,41.0,44.0,54.0,52.0,47.0,50.0
34816,177361,Termalica Bruk-Bet Nieciecza,2015-09-10,52.46227709190672,50.0,52.16529492455418,53.0,53.0,45.0,48.0,52.185871056241425
